year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2020,jun,Food at Home,263.522,Northeast,Post-COVID,361.65,55435.56,248.7759166666667,52333.51391887585
2021,jun,Food at Home,264.804,Northeast,Post-COVID,363.41,55435.56,248.7759166666667,52080.15080939111
2022,jun,Food at Home,291.665,Northeast,Post-COVID,400.27,55435.56,248.7759166666667,47283.809352956305
2023,jun,Food at Home,305.456,Northeast,Post-COVID,419.2,55435.56,248.7759166666667,45148.99774412681
2024,jun,Food at Home,307.891,Northeast,Post-COVID,422.54,55435.56,248.7759166666667,44791.93043944123
2025,jun,Food at Home,313.831,Northeast,Post-COVID,430.69,55435.56,248.7759166666667,43944.136350233086
2015,jun,Food Away From Home,259.212,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51429.73776704654
2016,jun,Food Away From Home,266.064,Northeast,Pre-COVID,273.89,52797.78,259.34516666666667,51464.493707265916
2017,jun,Food Away From Home,272.129,Northeast,Pre-COVID,280.13,53960.0,259.34516666666667,51425.11527008637
2018,jun,Food Away From Home,280.296,Northeast,Pre-COVID,288.54,55435.56,259.34516666666667,51292.00754723578
2019,jun,Food Away From Home,288.223,Northeast,Pre-COVID,296.7,55435.56,259.34516666666667,49881.32295986094
2020,jun,Food Away From Home,299.261,Northeast,Post-COVID,308.06,55435.56,259.34516666666667,48041.49069695015
2021,jun,Food Away From Home,309.388,Northeast,Post-COVID,318.48,55435.56,259.34516666666667,46468.97923468267
2022,jun,Food Away From Home,331.418,Northeast,Post-COVID,341.16,55435.56,259.34516666666667,43380.09567211196
2023,jun,Food Away From Home,356.6,Northeast,Post-COVID,367.08,55435.56,259.34516666666667,40316.726156646095
2024,jun,Food Away From Home,373.582,Northeast,Post-COVID,384.57,55435.56,259.34516666666667,38484.03977563159
2025,jun,Food Away From Home,386.542,Northeast,Post-COVID,397.91,55435.56,259.34516666666667,37193.74491636096
2015,jun,Energy,211.16,Northeast,Pre-COVID,292.92,51403.33,197.10875,47982.79087960551
2016,jun,Energy,190.756,Northeast,Pre-COVID,264.61,52797.78,197.10875,54556.105278864095
2017,jun,Energy,198.853,Northeast,Pre-COVID,275.84,53960.0,197.10875,53486.686899367865
2018,jun,Energy,224.93,Northeast,Pre-COVID,312.02,55435.56,197.10875,48578.81979793713
2019,jun,Energy,216.394,Northeast,Pre-COVID,300.18,55435.56,197.10875,50495.0873737257
2020,jun,Energy,190.948,Northeast,Post-COVID,264.88,55435.56,197.10875,57224.133990143906
2021,jun,Energy,231.222,Northeast,Post-COVID,320.75,55435.56,197.10875,47256.89569828995
2022,jun,Energy,333.517,Northeast,Post-COVID,462.65,55435.56,197.10875,32762.44970166438
2023,jun,Energy,276.781,Northeast,Post-COVID,383.94,55435.56,197.10875,39478.26598339481
2024,jun,Energy,282.219,Northeast,Post-COVID,391.49,55435.56,197.10875,38717.57017475789
2025,jun,Energy,288.994,Northeast,Post-COVID,400.89,55435.56,197.10875,37809.89894997819
2015,jun,Shelter,324.5,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51463.08934127119
2016,jun,Shelter,333.809,Northeast,Pre-COVID,1507.88,52797.78,324.87725,51385.06622800763
2017,jun,Shelter,340.804,Northeast,Pre-COVID,1539.48,53960.0,324.87725,51438.29418081948
2018,jun,Shelter,350.467,Northeast,Pre-COVID,1583.13,55435.56,324.87725,51387.869000533574
2019,jun,Shelter,359.255,Northeast,Pre-COVID,1622.83,55435.56,324.87725,50130.83265371394
2020,jun,Shelter,367.321,Northeast,Post-COVID,1659.26,55435.56,324.87725,49030.009950452055
2021,jun,Shelter,375.342,Northeast,Post-COVID,1695.5,55435.56,324.87725,47982.246284748304
2022,jun,Shelter,385.575,Northeast,Post-COVID,1741.72,55435.56,324.87725,46708.81744150943
2023,jun,Shelter,410.022,Northeast,Post-COVID,1852.15,55435.56,324.87725,43923.868194901734
2024,jun,Shelter,436.491,Northeast,Post-COVID,1971.72,55435.56,324.87725,41260.306134628205
2025,jun,Shelter,455.626,Northeast,Post-COVID,2058.16,55435.56,324.87725,39527.4902771352
2015,jun,Medical Care,467.204,Northeast,Pre-COVID,412.67,51403.33,468.18075,51510.79526694441
2016,jun,Medical Care,484.979,Northeast,Pre-COVID,428.37,52797.78,468.18075,50969.01976938176
2017,jun,Medical Care,493.415,Northeast,Pre-COVID,435.82,53960.0,468.18075,51200.37548513929
2018,jun,Medical Care,504.804,Northeast,Pre-COVID,445.88,55435.56,468.18075,51413.740892445385
2019,jun,Medical Care,522.8,Northeast,Pre-COVID,461.77,55435.56,468.18075,49643.95955904744
2020,jun,Medical Care,552.744,Northeast,Post-COVID,488.22,55435.56,468.18075,46954.57943907125
2021,jun,Medical Care,546.769,Northeast,Post-COVID,482.94,55435.56,468.18075,47467.691214150764
2022,jun,Medical Care,573.145,Northeast,Post-COVID,506.24,55435.56,468.18075,45283.23907121234
2023,jun,Medical Care,558.956,Northeast,Post-COVID,493.71,55435.56,468.18075,46432.74615080614
2024,jun,Medical Care,578.651,Northeast,Post-COVID,511.1,55435.56,468.18075,44852.35842929503
2025,jun,Medical Care,585.244,Northeast,Post-COVID,516.93,55435.56,468.18075,44347.07926517828
2015,jul,Food at Home,248.52,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51456.263240259
2016,jul,Food at Home,244.816,Northeast,Pre-COVID,336.98,52797.78,248.7759166666667,53651.78794468091
2017,jul,Food at Home,246.937,Northeast,Pre-COVID,339.9,53960.0,248.7759166666667,54361.8350564449
2018,jul,Food at Home,249.803,Northeast,Pre-COVID,343.85,55435.56,248.7759166666667,55207.63263423578
2019,jul,Food at Home,250.175,Northeast,Pre-COVID,344.36,55435.56,248.7759166666667,55125.54114092136
2020,jul,Food at Home,261.877,Northeast,Post-COVID,360.47,55435.56,248.7759166666667,52662.25080831841
2021,jul,Food at Home,265.218,Northeast,Post-COVID,365.07,55435.56,248.7759166666667,51998.854734331755
2022,jul,Food at Home,296.137,Northeast,Post-COVID,407.63,55435.56,248.7759166666667,46569.77093348687
2023,jul,Food at Home,306.205,Northeast,Post-COVID,421.49,55435.56,248.7759166666667,45038.5599677667
2024,jul,Food at Home,309.0,Northeast,Post-COVID,425.33,55435.56,248.7759166666667,44631.17234605178
2025,jul,Food at Home,315.021,Northeast,Post-COVID,433.62,55435.56,248.7759166666667,43778.13623513988
2015,jul,Food Away From Home,260.058,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51262.43063498015
2016,jul,Food Away From Home,266.926,Northeast,Pre-COVID,273.88,52797.78,259.34516666666667,51298.296358279076
2017,jul,Food Away From Home,272.847,Northeast,Pre-COVID,279.96,53960.0,259.34516666666667,51289.78949130221
2018,jul,Food Away From Home,280.675,Northeast,Pre-COVID,287.99,55435.56,259.34516666666667,51222.74711841097
2019,jul,Food Away From Home,288.751,Northeast,Pre-COVID,296.27,55435.56,259.34516666666667,49790.11171376031
2020,jul,Food Away From Home,299.243,Northeast,Post-COVID,307.04,55435.56,259.34516666666667,48044.38047827351
2021,jul,Food Away From Home,311.464,Northeast,Post-COVID,319.58,55435.56,259.34516666666667,46159.24969646572
2022,jul,Food Away From Home,334.425,Northeast,Post-COVID,343.14,55435.56,259.34516666666667,42990.04125726246
2023,jul,Food Away From Home,357.255,Northeast,Post-COVID,366.56,55435.56,259.34516666666667,40242.80849102182
2024,jul,Food Away From Home,373.682,Northeast,Post-COVID,383.42,55435.56,259.34516666666667,38473.7411688548
2025,jul,Food Away From Home,388.3,Northeast,Post-COVID,398.42,55435.56,259.34516666666667,37025.35294220963
2015,jul,Energy,206.809,Northeast,Pre-COVID,292.92,51403.33,197.10875,48992.28816027107
2016,jul,Energy,187.052,Northeast,Pre-COVID,264.93,52797.78,197.10875,55636.42419527724
2017,jul,Energy,196.72,Northeast,Pre-COVID,278.63,53960.0,197.10875,54066.63354005693
2018,jul,Energy,223.343,Northeast,Pre-COVID,316.33,55435.56,197.10875,48924.00450047685
2019,jul,Energy,215.57,Northeast,Pre-COVID,305.33,55435.56,197.10875,50688.10102124599
2020,jul,Energy,192.472,Northeast,Post-COVID,272.61,55435.56,197.10875,56771.03130403382
2021,jul,Energy,232.729,Northeast,Post-COVID,329.63,55435.56,197.10875,46950.89111004644
2022,jul,Energy,318.237,Northeast,Post-COVID,450.74,55435.56,197.10875,34335.523327425784
2023,jul,Energy,275.009,Northeast,Post-COVID,389.51,55435.56,197.10875,39732.641248650034
2024,jul,Energy,285.253,Northeast,Post-COVID,404.02,55435.56,197.10875,38305.76343509096
2025,jul,Energy,288.292,Northeast,Post-COVID,408.33,55435.56,197.10875,37901.96723166096
2015,jul,Shelter,326.169,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51199.753781758845
2016,jul,Shelter,335.313,Northeast,Pre-COVID,1506.93,52797.78,324.87725,51154.585633438015
2017,jul,Shelter,341.308,Northeast,Pre-COVID,1533.87,53960.0,324.87725,51362.33668709787
2018,jul,Shelter,351.001,Northeast,Pre-COVID,1577.43,55435.56,324.87725,51309.68938837782
2019,jul,Shelter,359.887,Northeast,Pre-COVID,1617.37,55435.56,324.87725,50042.79755870592
2020,jul,Shelter,367.962,Northeast,Post-COVID,1653.65,55435.56,324.87725,48944.598314527044
2021,jul,Shelter,376.327,Northeast,Post-COVID,1691.25,55435.56,324.87725,47856.657335269585
2022,jul,Shelter,386.621,Northeast,Post-COVID,1737.51,55435.56,324.87725,46582.44711231413
2023,jul,Shelter,411.594,Northeast,Post-COVID,1849.74,55435.56,324.87725,43756.10986800099
2024,jul,Shelter,437.068,Northeast,Post-COVID,1964.22,55435.56,324.87725,41205.83589969982
2025,jul,Shelter,456.9,Northeast,Post-COVID,2053.35,55435.56,324.87725,39417.273550032834
2015,jul,Medical Care,467.511,Northeast,Pre-COVID,412.67,51403.33,468.18075,51476.9697224183
2016,jul,Medical Care,486.995,Northeast,Pre-COVID,429.86,52797.78,468.18075,50758.024699914786
2017,jul,Medical Care,494.618,Northeast,Pre-COVID,436.59,53960.0,468.18075,51075.84695664129
2018,jul,Medical Care,504.541,Northeast,Pre-COVID,445.35,55435.56,468.18075,51440.541120483766
2019,jul,Medical Care,526.016,Northeast,Pre-COVID,464.31,55435.56,468.18075,49340.44222508441
2020,jul,Medical Care,554.273,Northeast,Post-COVID,489.25,55435.56,468.18075,46825.052018535986
2021,jul,Medical Care,548.685,Northeast,Post-COVID,484.32,55435.56,468.18075,47301.93473025507
2022,jul,Medical Care,576.156,Northeast,Post-COVID,508.57,55435.56,468.18075,45046.58817658759
2023,jul,Medical Care,559.936,Northeast,Post-COVID,494.25,55435.56,468.18075,46351.47955743156
2024,jul,Medical Care,572.336,Northeast,Post-COVID,505.19,55435.56,468.18075,45347.24717206326
2025,jul,Medical Care,583.846,Northeast,Post-COVID,515.35,55435.56,468.18075,44453.26688453804
2015,aug,Food at Home,249.021,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51352.73948971841
2016,aug,Food at Home,244.587,Northeast,Pre-COVID,335.99,52797.78,248.7759166666667,53702.02062033142
2017,aug,Food at Home,246.165,Northeast,Pre-COVID,338.16,53960.0,248.7759166666667,54532.319636558146
2018,aug,Food at Home,250.062,Northeast,Pre-COVID,343.51,55435.56,248.7759166666667,55150.451707696484
2019,aug,Food at Home,250.784,Northeast,Pre-COVID,344.51,55435.56,248.7759166666667,54991.67512652322
2020,aug,Food at Home,260.775,Northeast,Post-COVID,358.23,55435.56,248.7759166666667,52884.794381861764
2021,aug,Food at Home,266.563,Northeast,Post-COVID,366.18,55435.56,248.7759166666667,51736.48351395356
2022,aug,Food at Home,298.62,Northeast,Post-COVID,410.22,55435.56,248.7759166666667,46182.5472337084
2023,aug,Food at Home,305.792,Northeast,Post-COVID,420.07,55435.56,248.7759166666667,45099.38865284246
2024,aug,Food at Home,308.935,Northeast,Post-COVID,424.39,55435.56,248.7759166666667,44640.56275569295
2025,aug,Food at Home,316.957,Northeast,Post-COVID,435.41,55435.56,248.7759166666667,43510.73569894339
2015,aug,Food Away From Home,259.933,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51287.082386890725
2016,aug,Food Away From Home,267.145,Northeast,Pre-COVID,274.24,52797.78,259.34516666666667,51256.24306548878
2017,aug,Food Away From Home,273.329,Northeast,Pre-COVID,280.58,53960.0,259.34516666666667,51199.34289202146
2018,aug,Food Away From Home,281.392,Northeast,Pre-COVID,288.86,55435.56,259.34516666666667,51092.2291588247
2019,aug,Food Away From Home,289.738,Northeast,Pre-COVID,297.43,55435.56,259.34516666666667,49620.50040885214
2020,aug,Food Away From Home,299.666,Northeast,Post-COVID,307.62,55435.56,259.34516666666667,47976.5623976694
2021,aug,Food Away From Home,313.536,Northeast,Post-COVID,321.86,55435.56,259.34516666666667,45854.206685867015
2022,aug,Food Away From Home,335.92,Northeast,Post-COVID,344.84,55435.56,259.34516666666667,42798.715609252205
2023,aug,Food Away From Home,359.368,Northeast,Post-COVID,368.91,55435.56,259.34516666666667,40006.19016567975
2024,aug,Food Away From Home,374.39,Northeast,Post-COVID,384.33,55435.56,259.34516666666667,38400.9843945084
2025,aug,Food Away From Home,388.838,Northeast,Post-COVID,399.16,55435.56,259.34516666666667,36974.124307449376
2015,aug,Energy,198.583,Northeast,Pre-COVID,292.92,51403.33,197.10875,51021.71949329751
2016,aug,Energy,182.872,Northeast,Pre-COVID,269.74,52797.78,197.10875,56908.13475313333
2017,aug,Energy,198.899,Northeast,Pre-COVID,293.38,53960.0,197.10875,53474.31686433818
2018,aug,Energy,222.382,Northeast,Pre-COVID,328.02,55435.56,197.10875,49135.42434706945
2019,aug,Energy,211.696,Northeast,Pre-COVID,312.26,55435.56,197.10875,51615.684458610456
2020,aug,Energy,190.904,Northeast,Post-COVID,281.59,55435.56,197.10875,57237.32314225998
2021,aug,Energy,235.385,Northeast,Post-COVID,347.2,55435.56,197.10875,46421.11407757503
2022,aug,Energy,308.83,Northeast,Post-COVID,455.53,55435.56,197.10875,35381.38761503092
2023,aug,Energy,283.238,Northeast,Post-COVID,417.79,55435.56,197.10875,38578.27670422047
2024,aug,Energy,279.467,Northeast,Post-COVID,412.22,55435.56,197.10875,39098.83434233737
2025,aug,Energy,286.402,Northeast,Post-COVID,422.45,55435.56,197.10875,38152.08670732048
2015,aug,Shelter,326.509,Northeast,Pre-COVID,1465.83,51403.33,324.87725,51146.438509329
2016,aug,Shelter,336.263,Northeast,Pre-COVID,1509.62,52797.78,324.87725,51010.065253997614
2017,aug,Shelter,343.129,Northeast,Pre-COVID,1540.45,53960.0,324.87725,51089.7546112395
2018,aug,Shelter,353.18,Northeast,Pre-COVID,1585.57,55435.56,324.87725,50993.126125516734
2019,aug,Shelter,360.222,Northeast,Pre-COVID,1617.18,55435.56,324.87725,49996.25865441311
2020,aug,Shelter,367.753,Northeast,Post-COVID,1650.99,55435.56,324.87725,48972.414324315505
2021,aug,Shelter,375.128,Northeast,Post-COVID,1684.1,55435.56,324.87725,48009.61881013947
2022,aug,Shelter,388.91,Northeast,Post-COVID,1745.98,55435.56,324.87725,46308.27771209277
2023,aug,Shelter,413.698,Northeast,Post-COVID,1857.26,55435.56,324.87725,43533.57348841425
2024,aug,Shelter,439.75,Northeast,Post-COVID,1974.22,55435.56,324.87725,40954.524809573624
2025,aug,Shelter,459.071,Northeast,Post-COVID,2060.96,55435.56,324.87725,39230.864691975745
2015,aug,Medical Care,468.451,Northeast,Pre-COVID,412.67,51403.33,468.18075,51373.675351098624
2016,aug,Medical Care,488.309,Northeast,Pre-COVID,430.16,52797.78,468.18075,50621.43896331011
2017,aug,Medical Care,495.072,Northeast,Pre-COVID,436.12,53960.0,468.18075,51029.00844725615
2018,aug,Medical Care,505.303,Northeast,Pre-COVID,445.13,55435.56,468.18075,51362.968471333035
2019,aug,Medical Care,528.447,Northeast,Pre-COVID,465.52,55435.56,468.18075,49113.46276442103
2020,aug,Medical Care,551.685,Northeast,Post-COVID,485.99,55435.56,468.18075,47044.712213437015
2021,aug,Medical Care,549.119,Northeast,Post-COVID,483.73,55435.56,468.18075,47264.549318945436
2022,aug,Medical Care,580.669,Northeast,Post-COVID,511.52,55435.56,468.18075,44696.482948926154
2023,aug,Medical Care,558.709,Northeast,Post-COVID,492.18,55435.56,468.18075,46453.27363165799
2024,aug,Medical Care,573.346,Northeast,Post-COVID,505.07,55435.56,468.18075,45267.36396080203
2025,aug,Medical Care,586.758,Northeast,Post-COVID,516.89,55435.56,468.18075,44232.65137837064
2015,sep,Food at Home,249.251,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51305.352999463066
2016,sep,Food at Home,244.649,Northeast,Pre-COVID,335.77,52797.78,248.7759166666667,53688.4112236919
2017,sep,Food at Home,245.539,Northeast,Pre-COVID,336.99,53960.0,248.7759166666667,54671.34941224544
2018,sep,Food at Home,250.733,Northeast,Pre-COVID,344.12,55435.56,248.7759166666667,55002.86063234596
2019,sep,Food at Home,250.048,Northeast,Pre-COVID,343.18,55435.56,248.7759166666667,55153.539540128295
2020,sep,Food at Home,260.903,Northeast,Post-COVID,358.08,55435.56,248.7759166666667,52858.8489014308
2021,sep,Food at Home,268.88,Northeast,Post-COVID,369.02,55435.56,248.7759166666667,51290.658490516216
2022,sep,Food at Home,299.757,Northeast,Post-COVID,411.4,55435.56,248.7759166666667,46007.37348895939
2023,sep,Food at Home,306.771,Northeast,Post-COVID,421.03,55435.56,248.7759166666667,44955.46272278018
2024,sep,Food at Home,311.03,Northeast,Post-COVID,426.87,55435.56,248.7759166666667,44339.87800189693
2025,sep,Food at Home,not provided,Northeast,Post-COVID,not provided,55435.56,248.7759166666667,not provided
2015,sep,Food Away From Home,260.986,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51080.15443767738
2016,sep,Food Away From Home,267.88,Northeast,Pre-COVID,273.88,52797.78,259.34516666666667,51115.60793538151
2017,sep,Food Away From Home,273.88,Northeast,Pre-COVID,280.02,53960.0,259.34516666666667,51096.33851808578
2018,sep,Food Away From Home,281.681,Northeast,Pre-COVID,287.99,55435.56,259.34516666666667,51039.80938529755
2019,sep,Food Away From Home,290.422,Northeast,Pre-COVID,296.93,55435.56,259.34516666666667,49503.63452995985
2020,sep,Food Away From Home,300.242,Northeast,Post-COVID,306.97,55435.56,259.34516666666667,47884.52164407377
2021,sep,Food Away From Home,316.597,Northeast,Post-COVID,323.69,55435.56,259.34516666666667,45410.86790923477
2022,sep,Food Away From Home,340.447,Northeast,Post-COVID,348.07,55435.56,259.34516666666667,42229.611503288324
2023,sep,Food Away From Home,360.909,Northeast,Post-COVID,369.0,55435.56,259.34516666666667,39835.37276005863
2024,sep,Food Away From Home,375.79,Northeast,Post-COVID,384.21,55435.56,259.34516666666667,38257.92210399425
2025,sep,Food Away From Home,not provided,Northeast,Post-COVID,not provided,55435.56,259.34516666666667,not provided
2015,sep,Energy,190.364,Northeast,Pre-COVID,292.92,51403.33,197.10875,53224.59142557153
2016,sep,Energy,185.329,Northeast,Pre-COVID,285.17,52797.78,197.10875,56153.674916364944
2017,sep,Energy,210.049,Northeast,Pre-COVID,323.21,53960.0,197.10875,50635.747611271654
2018,sep,Energy,222.488,Northeast,Pre-COVID,342.35,55435.56,197.10875,49112.01474753694
2019,sep,Energy,208.392,Northeast,Pre-COVID,320.66,55435.56,197.10875,52434.03747336749
2020,sep,Energy,191.582,Northeast,Post-COVID,294.79,55435.56,197.10875,57034.762854286935
2021,sep,Energy,238.073,Northeast,Post-COVID,366.33,55435.56,197.10875,45896.989314832
2022,sep,Energy,294.732,Northeast,Post-COVID,453.51,55435.56,197.10875,37073.79564197304
2023,sep,Energy,284.786,Northeast,Post-COVID,438.21,55435.56,197.10875,38368.5782908921
2024,sep,Energy,273.529,Northeast,Post-COVID,420.88,55435.56,197.10875,39947.6250677259
2025,sep,Energy,not provided,Northeast,Post-COVID,not provided,55435.56,197.10875,not provided
2015,sep,Shelter,327.736,Northeast,Pre-COVID,1465.83,51403.33,324.87725,50954.95304526357
2016,sep,Shelter,336.165,Northeast,Pre-COVID,1503.53,52797.78,324.87725,51024.93588715363
2017,sep,Shelter,342.873,Northeast,Pre-COVID,1533.54,53960.0,324.87725,51127.89986379796
2018,sep,Shelter,352.325,Northeast,Pre-COVID,1575.81,55435.56,324.87725,51116.873015000354
2019,sep,Shelter,361.023,Northeast,Pre-COVID,1614.71,55435.56,324.87725,49885.332194929404
2020,sep,Shelter,368.205,Northeast,Post-COVID,1646.84,55435.56,324.87725,48912.296913431375
2021,sep,Shelter,375.444,Northeast,Post-COVID,1679.21,55435.56,324.87725,47969.21054807108
2022,sep,Shelter,390.895,Northeast,Post-COVID,1748.32,55435.56,324.87725,46073.12010900625
2023,sep,Shelter,416.575,Northeast,Post-COVID,1863.17,55435.56,324.87725,43232.91672570365
2024,sep,Shelter,441.126,Northeast,Post-COVID,1972.98,55435.56,324.87725,40826.77576250323
2025,sep,Shelter,not provided,Northeast,Post-COVID,not provided,55435.56,324.87725,not provided
2015,sep,Medical Care,469.086,Northeast,Pre-COVID,412.67,51403.33,468.18075,51304.13099495082
2016,sep,Medical Care,488.584,Northeast,Pre-COVID,429.82,52797.78,468.18075,50592.946635041255
2017,sep,Medical Care,496.216,Northeast,Pre-COVID,436.53,53960.0,468.18075,50911.3637407903
2018,sep,Medical Care,506.476,Northeast,Pre-COVID,445.56,55435.56,468.18075,51244.011675716116
2019,sep,Medical Care,531.412,Northeast,Pre-COVID,467.5,55435.56,468.18075,48839.43542387074
2020,sep,Medical Care,548.668,Northeast,Post-COVID,482.68,55435.56,468.18075,47303.400339494925
2021,sep,Medical Care,549.485,Northeast,Post-COVID,483.4,55435.56,468.18075,47233.06743126746
2022,sep,Medical Care,582.964,Northeast,Post-COVID,512.85,55435.56,468.18075,44520.52280667416
2023,sep,Medical Care,556.263,Northeast,Post-COVID,489.36,55435.56,468.18075,46657.53799456372
2024,sep,Medical Care,572.052,Northeast,Post-COVID,503.25,55435.56,468.18075,45369.760192202804
2025,sep,Medical Care,not provided,Northeast,Post-COVID,not provided,55435.56,468.18075,not provided
2015,oct,Food at Home,249.465,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51261.341432542315
2016,oct,Food at Home,244.455,Northeast,Pre-COVID,335.21,52797.78,248.7759166666667,53731.018459286985
2017,oct,Food at Home,247.077,Northeast,Pre-COVID,338.81,53960.0,248.7759166666667,54331.03228278364
2018,oct,Food at Home,248.743,Northeast,Pre-COVID,341.09,55435.56,248.7759166666667,55442.89590030674
2019,oct,Food at Home,251.386,Northeast,Pre-COVID,344.72,55435.56,248.7759166666667,54859.98526143063
2020,oct,Food at Home,259.598,Northeast,Post-COVID,355.98,55435.56,248.7759166666667,53124.57050874813
2021,oct,Food at Home,270.004,Northeast,Post-COVID,370.25,55435.56,248.7759166666667,51077.14054210309
2022,oct,Food at Home,302.019,Northeast,Post-COVID,414.15,55435.56,248.7759166666667,45662.796893341154
2023,oct,Food at Home,308.342,Northeast,Post-COVID,422.82,55435.56,248.7759166666667,44726.41500324316
2024,oct,Food at Home,309.656,Northeast,Post-COVID,424.62,55435.56,248.7759166666667,44536.62210624047
2025,oct,Food at Home,not provided,Northeast,Post-COVID,not provided,55435.56,248.7759166666667,not provided
2015,oct,Food Away From Home,261.198,Northeast,Pre-COVID,266.83,51403.33,259.34516666666667,51038.69549564571
2016,oct,Food Away From Home,268.284,Northeast,Pre-COVID,274.07,52797.78,259.34516666666667,51038.634632441746
2017,oct,Food Away From Home,274.502,Northeast,Pre-COVID,280.42,53960.0,259.34516666666667,50980.55822301233
2018,oct,Food Away From Home,281.948,Northeast,Pre-COVID,288.03,55435.56,259.34516666666667,50991.47554676749
2019,oct,Food Away From Home,290.713,Northeast,Pre-COVID,296.99,55435.56,259.34516666666667,49454.08202405809
2020,oct,Food Away From Home,301.677,Northeast,Post-COVID,308.19,55435.56,259.34516666666667,47656.74727427016
2021,oct,Food Away From Home,320.371,Northeast,Post-COVID,327.28,55435.56,259.34516666666667,44875.92368678813
2022,oct,Food Away From Home,345.023,Northeast,Post-COVID,352.47,55435.56,259.34516666666667,41669.525067778086
2023,oct,Food Away From Home,362.775,Northeast,Post-COVID,370.6,55435.56,259.34516666666667,39630.472186506784
2024,oct,Food Away From Home,376.241,Northeast,Post-COVID,384.36,55435.56,259.34516666666667,38212.06234158425
2025,oct,Food Away From Home,not provided,Northeast,Post-COVID,not provided,55435.56,259.34516666666667,not provided
2015,oct,Energy,183.436,Northeast,Pre-COVID,292.92,51403.33,197.10875,55234.774646947706
2016,oct,Energy,185.717,Northeast,Pre-COVID,296.56,52797.78,197.10875,56036.35864554671
2017,oct,Energy,202.61,Northeast,Pre-COVID,323.53,53960.0,197.10875,52494.882532945056
2018,oct,Energy,221.078,Northeast,Pre-COVID,353.02,55435.56,197.10875,49425.243294900436
2019,oct,Energy,206.786,Northeast,Pre-COVID,330.2,55435.56,197.10875,52841.26554578162
2020,oct,Energy,189.574,Northeast,Post-COVID,302.72,55435.56,197.10875,57638.884747644704
2021,oct,Energy,247.925,Northeast,Post-COVID,395.89,55435.56,197.10875,44073.14283412322
2022,oct,Energy,295.557,Northeast,Post-COVID,471.96,55435.56,197.10875,36970.310082826654
2023,oct,Energy,278.447,Northeast,Post-COVID,444.63,55435.56,197.10875,39242.060202300614
2024,oct,Energy,270.508,Northeast,Post-COVID,431.96,55435.56,197.10875,40393.75522036317
2025,oct,Energy,not provided,Northeast,Post-COVID,not provided,55435.56,197.10875,not provided
2015,oct,Shelter,327.847,Northeast,Pre-COVID,1465.83,51403.33,324.87725,50937.701096067685
2016,oct,Shelter,337.408,Northeast,Pre-COVID,1508.58,52797.78,324.87725,50836.96169772204
2017,oct,Shelter,343.253,Northeast,Pre-COVID,1534.71,53960.0,324.87725,51071.29845915404
2018,oct,Shelter,352.035,Northeast,Pre-COVID,1573.98,55435.56,324.87725,51158.98216089309
2019,oct,Shelter,359.999,Northeast,Pre-COVID,1609.59,55435.56,324.87725,50027.228645107345
2020,oct,Shelter,366.774,Northeast,Post-COVID,1639.88,55435.56,324.87725,49103.13240581393
2021,oct,Shelter,374.986,Northeast,Post-COVID,1676.6,55435.56,324.87725,48027.79913119424
2022,oct,Shelter,392.926,Northeast,Post-COVID,1756.81,55435.56,324.87725,45834.97219580786
2023,oct,Shelter,417.687,Northeast,Post-COVID,1867.52,55435.56,324.87725,43117.81856991
2024,oct,Shelter,442.607,Northeast,Post-COVID,1978.94,55435.56,324.87725,40690.16595989218
2025,oct,Shelter,not provided,Northeast,Post-COVID,not provided,55435.56,324.87725,not provided
2015,oct,Medical Care,471.457,Northeast,Pre-COVID,412.67,51403.33,468.18075,51046.11786843233
2016,oct,Medical Care,488.866,Northeast,Pre-COVID,427.9,52797.78,468.18075,50563.762337194654
2017,oct,Medical Care,498.337,Northeast,Pre-COVID,436.19,53960.0,468.18075,50694.67703582114
2018,oct,Medical Care,508.049,Northeast,Pre-COVID,444.7,55435.56,468.18075,51085.3521165675
2019,oct,Medical Care,535.25,Northeast,Pre-COVID,468.5,55435.56,468.18075,48489.23317602989
2020,oct,Medical Care,547.497,Northeast,Post-COVID,479.22,55435.56,468.18075,47404.574011309654
2021,oct,Medical Care,550.296,Northeast,Post-COVID,481.67,55435.56,468.18075,47163.45758913384
2022,oct,Medical Care,579.822,Northeast,Post-COVID,507.52,55435.56,468.18075,44761.775264598444
2023,oct,Medical Care,548.512,Northeast,Post-COVID,480.11,55435.56,468.18075,47316.85370141401
2024,oct,Medical Care,572.947,Northeast,Post-COVID,501.5,55435.56,468.18075,45298.88813008882
2025,oct,Medical Care,not provided,Northeast,Post-COVID,not provided,55435.56,468.18075,not provided
2015,nov,Food at Home,248.12,Northeast,Pre-COVID,342.08,51403.33,248.7759166666667,51539.21707427522
